opera1,track_1,track_2,track_3,track_4,track_5,youtube_1,youtube_2,youtube_3,youtube_4,youtube_5,act_1,act_2,act_3,act_4,act_5
Suor_Angelica6,Senza mamma o bimbo tu sei morto,O mio babbino caro,Avete torto,Il tabarro,Finale,http://www.youtube.com/watch?v=_KrTQmHKzcw,http://www.youtube.com/watch?v=ZRuYQ9KRJms,http://www.youtube.com/watch?v=WrnCItYsF3Y,http://www.youtube.com/watch?v=ldq1AvNhhE8&t=411s,http://www.youtube.com/watch?v=YhnT7NdUb48,1,3,3, , 
Suor_Angelica7,Senza mamma o bimbo tu sei morto,O mio babbino caro,Avete torto,Il tabarro,Finale,http://www.youtube.com/watch?v=_KrTQmHKzcw,http://www.youtube.com/watch?v=ZRuYQ9KRJms,http://www.youtube.com/watch?v=WrnCItYsF3Y,http://www.youtube.com/watch?v=ldq1AvNhhE8&t=411s,http://www.youtube.com/watch?v=YhnT7NdUb48,1,3,3, , 
Tosca1,Vissi d'arte vissi d'amore,E lucevan le stelle,Gente la dentro!,Mario Mario son qui!,Mario Cavaradossi?,http://www.youtube.com/watch?v=NLR3lSrqlww,http://www.youtube.com/watch?v=TU5roitYI1s,http://www.youtube.com/watch?v=V14V8cImh8E,http://www.youtube.com/watch?v=Z3MJBRMsOS4,http://www.youtube.com/watch?v=FRtoEEURoes,2.14-1 ,3.03,1.04-2 ,1.06,3.02
Tosca10,Vissi d'arte vissi d'amore,E lucevan le stelle,Gente la dentro!,Mario Mario son qui!,Mario Cavaradossi?,http://www.youtube.com/watch?v=NLR3lSrqlww,http://www.youtube.com/watch?v=TU5roitYI1s,http://www.youtube.com/watch?v=V14V8cImh8E,http://www.youtube.com/watch?v=Z3MJBRMsOS4,http://www.youtube.com/watch?v=FRtoEEURoes,2.14-1 ,3.03,1.04-2 ,1.06,3.02
Tosca11,Vissi d'arte vissi d'amore,E lucevan le stelle,Gente la dentro!,Mario Mario son qui!,Mario Cavaradossi?,http://www.youtube.com/watch?v=NLR3lSrqlww,http://www.youtube.com/watch?v=TU5roitYI1s,http://www.youtube.com/watch?v=V14V8cImh8E,http://www.youtube.com/watch?v=Z3MJBRMsOS4,http://www.youtube.com/watch?v=FRtoEEURoes,2.14-1 ,3.03,1.04-2 ,1.06,3.02
Tosca12,Vissi d'arte vissi d'amore,E lucevan le stelle,Gente la dentro!,Mario Mario son qui!,Mario Cavaradossi?,http://www.youtube.com/watch?v=NLR3lSrqlww,http://www.youtube.com/watch?v=TU5roitYI1s,http://www.youtube.com/watch?v=V14V8cImh8E,http://www.youtube.com/watch?v=Z3MJBRMsOS4,http://www.youtube.com/watch?v=FRtoEEURoes,2.14-1 ,3.03,1.04-2 ,1.06,3.02
Tosca13,Vissi d'arte vissi d'amore,E lucevan le stelle,Gente la dentro!,Mario Mario son qui!,Mario Cavaradossi?,http://www.youtube.com/watch?v=NLR3lSrqlww,http://www.youtube.com/watch?v=TU5roitYI1s,http://www.youtube.com/watch?v=V14V8cImh8E,http://www.youtube.com/watch?v=Z3MJBRMsOS4,http://www.youtube.com/watch?v=FRtoEEURoes,2.14-1 ,3.03,1.04-2 ,1.06,3.02
Tosca2,Vissi d'arte vissi d'amore,E lucevan le stelle,Gente la dentro!,Mario Mario son qui!,Mario Cavaradossi?,http://www.youtube.com/watch?v=NLR3lSrqlww,http://www.youtube.com/watch?v=TU5roitYI1s,http://www.youtube.com/watch?v=V14V8cImh8E,http://www.youtube.com/watch?v=Z3MJBRMsOS4,http://www.youtube.com/watch?v=FRtoEEURoes,2.14-1 ,3.03,1.04-2 ,1.06,3.02
Tosca3,Vissi d'arte vissi d'amore,E lucevan le stelle,Gente la dentro!,Mario Mario son qui!,Mario Cavaradossi?,http://www.youtube.com/watch?v=NLR3lSrqlww,http://www.youtube.com/watch?v=TU5roitYI1s,http://www.youtube.com/watch?v=V14V8cImh8E,http://www.youtube.com/watch?v=Z3MJBRMsOS4,http://www.youtube.com/watch?v=FRtoEEURoes,2.14-1 ,3.03,1.04-2 ,1.06,3.02
Tosca4,Vissi d'arte vissi d'amore,E lucevan le stelle,Gente la dentro!,Mario Mario son qui!,Mario Cavaradossi?,http://www.youtube.com/watch?v=NLR3lSrqlww,http://www.youtube.com/watch?v=TU5roitYI1s,http://www.youtube.com/watch?v=V14V8cImh8E,http://www.youtube.com/watch?v=Z3MJBRMsOS4,http://www.youtube.com/watch?v=FRtoEEURoes,2.14-1 ,3.03,1.04-2 ,1.06,3.02
Tosca5,Vissi d'arte vissi d'amore,E lucevan le stelle,Gente la dentro!,Mario Mario son qui!,Mario Cavaradossi?,http://www.youtube.com/watch?v=NLR3lSrqlww,http://www.youtube.com/watch?v=TU5roitYI1s,http://www.youtube.com/watch?v=V14V8cImh8E,http://www.youtube.com/watch?v=Z3MJBRMsOS4,http://www.youtube.com/watch?v=FRtoEEURoes,2.14-1 ,3.03,1.04-2 ,1.06,3.02
Tosca6,Vissi d'arte vissi d'amore,E lucevan le stelle,Gente la dentro!,Mario Mario son qui!,Mario Cavaradossi?,http://www.youtube.com/watch?v=NLR3lSrqlww,http://www.youtube.com/watch?v=TU5roitYI1s,http://www.youtube.com/watch?v=V14V8cImh8E,http://www.youtube.com/watch?v=Z3MJBRMsOS4,http://www.youtube.com/watch?v=FRtoEEURoes,2.14-1 ,3.03,1.04-2 ,1.06,3.02
Tosca7,Vissi d'arte vissi d'amore,E lucevan le stelle,Gente la dentro!,Mario Mario son qui!,Mario Cavaradossi?,http://www.youtube.com/watch?v=NLR3lSrqlww,http://www.youtube.com/watch?v=TU5roitYI1s,http://www.youtube.com/watch?v=V14V8cImh8E,http://www.youtube.com/watch?v=Z3MJBRMsOS4,http://www.youtube.com/watch?v=FRtoEEURoes,2.14-1 ,3.03,1.04-2 ,1.06,3.02
Tosca8,Vissi d'arte vissi d'amore,E lucevan le stelle,Gente la dentro!,Mario Mario son qui!,Mario Cavaradossi?,http://www.youtube.com/watch?v=NLR3lSrqlww,http://www.youtube.com/watch?v=TU5roitYI1s,http://www.youtube.com/watch?v=V14V8cImh8E,http://www.youtube.com/watch?v=Z3MJBRMsOS4,http://www.youtube.com/watch?v=FRtoEEURoes,2.14-1 ,3.03,1.04-2 ,1.06,3.02
Tosca9,Vissi d'arte vissi d'amore,E lucevan le stelle,Gente la dentro!,Mario Mario son qui!,Mario Cavaradossi?,http://www.youtube.com/watch?v=NLR3lSrqlww,http://www.youtube.com/watch?v=TU5roitYI1s,http://www.youtube.com/watch?v=V14V8cImh8E,http://www.youtube.com/watch?v=Z3MJBRMsOS4,http://www.youtube.com/watch?v=FRtoEEURoes,2.14-1 ,3.03,1.04-2 ,1.06,3.02
